,Phase,AUC,F1_C0,F1_C1,MSE,Prec_C0,Prec_C1,Recal_C0,Recal_C1,LemmVsStem,TrValRatio,nGrams,Balanced,Vocabulary,Time,Ratio,nFeats
6,Tr-GaussianNB,0.788,0.974,0.638,0.049,0.969,0.683,0.978,0.598,1,0.3,3,True,False,13.7,1:1,4900
7,Val-GaussianNB,0.832,0.977,0.681,0.042,0.978,0.674,0.977,0.688,1,0.3,3,True,False,13.7,1:1,4900
8,Tr-AdaBoostClassifier,0.787,0.98,0.686,0.038,0.968,0.832,0.991,0.584,1,0.3,3,True,False,137.0,1:1,4900
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,1,0.3,3,True,False,137.0,1:1,4900
10,Val Soft,0.801,0.984,0.721,0.031,0.973,0.885,0.994,0.608,1,0.3,3,True,False,16.5,1:1,4900
11,Val Hard,0.775,0.982,0.682,0.034,0.97,0.882,0.995,0.556,1,0.3,3,True,False,16.5,1:1,4900
0,Tr-RandomForestClassifier,0.679,0.974,0.514,0.049,0.953,0.884,0.996,0.362,2,0.3,3,True,False,27.6,1:1,4900
1,Val-RandomForestClassifier,0.72,0.979,0.592,0.04,0.962,0.884,0.996,0.444,2,0.3,3,True,False,27.6,1:1,4900
2,Tr-DecisionTreeClassifier,0.791,0.977,0.668,0.043,0.969,0.76,0.985,0.596,2,0.3,3,True,False,96.8,1:1,4900
3,Val-DecisionTreeClassifier,0.808,0.981,0.696,0.036,0.974,0.778,0.987,0.63,2,0.3,3,True,False,96.8,1:1,4900
4,Tr-SGDClassifier,0.617,0.971,0.377,0.056,0.944,0.966,0.999,0.234,2,0.3,3,True,False,10.6,1:1,4900
5,Val-SGDClassifier,0.731,0.98,0.615,0.038,0.964,0.907,0.997,0.466,2,0.3,3,True,False,10.6,1:1,4900
6,Tr-GaussianNB,0.788,0.974,0.637,0.049,0.969,0.68,0.978,0.598,2,0.3,3,True,False,13.6,1:1,4900
7,Val-GaussianNB,0.832,0.977,0.682,0.042,0.978,0.677,0.977,0.688,2,0.3,3,True,False,13.6,1:1,4900
8,Tr-AdaBoostClassifier,0.786,0.979,0.68,0.04,0.968,0.817,0.99,0.582,2,0.3,3,True,False,138.5,1:1,4900
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,2,0.3,3,True,False,138.5,1:1,4900
10,Val Soft,0.798,0.983,0.712,0.032,0.973,0.87,0.994,0.603,2,0.3,3,True,False,16.6,1:1,4900
11,Val Hard,0.781,0.983,0.695,0.033,0.97,0.899,0.996,0.566,2,0.3,3,True,False,16.6,1:1,4900
0,Tr-RandomForestClassifier,0.699,0.975,0.55,0.047,0.955,0.874,0.996,0.402,5,0.3,3,True,False,28.1,1:1,4900
1,Val-RandomForestClassifier,0.689,0.977,0.531,0.044,0.958,0.878,0.996,0.381,5,0.3,3,True,False,28.1,1:1,4900
2,Tr-DecisionTreeClassifier,0.787,0.977,0.66,0.044,0.969,0.748,0.985,0.59,5,0.3,3,True,False,99.6,1:1,4900
3,Val-DecisionTreeClassifier,0.809,0.981,0.698,0.036,0.974,0.783,0.988,0.63,5,0.3,3,True,False,99.6,1:1,4900
4,Tr-SGDClassifier,0.596,0.969,0.321,0.059,0.941,0.969,1.0,0.193,5,0.3,3,True,False,10.7,1:1,4900
5,Val-SGDClassifier,0.721,0.979,0.598,0.039,0.962,0.913,0.997,0.444,5,0.3,3,True,False,10.7,1:1,4900
6,Tr-GaussianNB,0.793,0.974,0.645,0.048,0.97,0.689,0.979,0.607,5,0.3,3,True,False,13.6,1:1,4900
7,Val-GaussianNB,0.834,0.979,0.695,0.04,0.978,0.703,0.98,0.688,5,0.3,3,True,False,13.6,1:1,4900
8,Tr-AdaBoostClassifier,0.787,0.98,0.686,0.038,0.968,0.832,0.991,0.584,5,0.3,3,True,False,136.1,1:1,4900
9,Val-AdaBoostClassifier,0.768,0.98,0.656,0.038,0.969,0.824,0.992,0.545,5,0.3,3,True,False,136.1,1:1,4900
10,Val Soft,0.802,0.984,0.726,0.03,0.973,0.898,0.995,0.608,5,0.3,3,True,False,16.5,1:1,4900
11,Val Hard,0.776,0.983,0.691,0.033,0.97,0.913,0.996,0.556,5,0.3,3,True,False,16.4,1:1,4900
0,Tr-RandomForestClassifier,0.726,0.977,0.601,0.044,0.959,0.874,0.995,0.458,1,0.3,2,True,False,30.9,1:1,5050
1,Val-RandomForestClassifier,0.754,0.98,0.642,0.038,0.967,0.858,0.994,0.513,1,0.3,2,True,False,30.9,1:1,5050
2,Tr-DecisionTreeClassifier,0.817,0.978,0.699,0.04,0.973,0.755,0.984,0.65,1,0.3,2,True,False,140.7,1:1,5050
3,Val-DecisionTreeClassifier,0.813,0.98,0.695,0.037,0.975,0.761,0.986,0.64,1,0.3,2,True,False,140.7,1:1,5050
4,Tr-SGDClassifier,0.66,0.974,0.479,0.05,0.95,0.945,0.999,0.321,1,0.3,2,True,False,10.9,1:1,5050
5,Val-SGDClassifier,0.739,0.98,0.625,0.038,0.965,0.892,0.996,0.481,1,0.3,2,True,False,10.9,1:1,5050
6,Tr-GaussianNB,0.815,0.959,0.569,0.075,0.975,0.487,0.944,0.685,1,0.3,2,True,False,14.2,1:1,5050
7,Val-GaussianNB,0.853,0.947,0.524,0.095,0.984,0.392,0.913,0.794,1,0.3,2,True,False,14.2,1:1,5050
8,Tr-AdaBoostClassifier,0.798,0.98,0.701,0.037,0.97,0.834,0.991,0.605,1,0.3,2,True,False,136.7,1:1,5050
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,1,0.3,2,True,False,136.7,1:1,5050
10,Val Soft,0.816,0.984,0.733,0.031,0.975,0.858,0.993,0.64,1,0.3,2,True,False,17.8,1:1,5050
11,Val Hard,0.783,0.983,0.695,0.033,0.971,0.885,0.995,0.571,1,0.3,2,True,False,17.9,1:1,5050
0,Tr-RandomForestClassifier,0.722,0.976,0.592,0.045,0.959,0.868,0.995,0.449,2,0.3,2,True,False,28.8,1:1,5050
1,Val-RandomForestClassifier,0.743,0.98,0.626,0.039,0.965,0.861,0.994,0.492,2,0.3,2,True,False,28.8,1:1,5050
2,Tr-DecisionTreeClassifier,0.82,0.979,0.709,0.039,0.973,0.773,0.985,0.654,2,0.3,2,True,False,127.5,1:1,5050
3,Val-DecisionTreeClassifier,0.81,0.98,0.686,0.038,0.975,0.745,0.985,0.635,2,0.3,2,True,False,127.5,1:1,5050
4,Tr-SGDClassifier,0.661,0.974,0.481,0.05,0.95,0.945,0.999,0.323,2,0.3,2,True,False,9.9,1:1,5050
5,Val-SGDClassifier,0.736,0.98,0.621,0.038,0.964,0.891,0.996,0.476,2,0.3,2,True,False,9.9,1:1,5050
6,Tr-GaussianNB,0.815,0.959,0.57,0.075,0.975,0.487,0.944,0.685,2,0.3,2,True,False,13.0,1:1,5050
7,Val-GaussianNB,0.854,0.948,0.526,0.094,0.984,0.394,0.914,0.794,2,0.3,2,True,False,13.0,1:1,5050
8,Tr-AdaBoostClassifier,0.793,0.979,0.689,0.039,0.969,0.816,0.99,0.596,2,0.3,2,True,False,130.5,1:1,5050
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,2,0.3,2,True,False,130.5,1:1,5050
10,Val Soft,0.827,0.985,0.751,0.029,0.977,0.868,0.993,0.661,2,0.3,2,True,False,17.8,1:1,5050
11,Val Hard,0.796,0.983,0.713,0.032,0.972,0.883,0.994,0.598,2,0.3,2,True,False,17.9,1:1,5050
0,Tr-RandomForestClassifier,0.742,0.978,0.628,0.042,0.962,0.881,0.995,0.489,5,0.3,2,True,False,28.7,1:1,5050
1,Val-RandomForestClassifier,0.762,0.981,0.656,0.037,0.968,0.862,0.994,0.529,5,0.3,2,True,False,28.7,1:1,5050
2,Tr-DecisionTreeClassifier,0.803,0.977,0.672,0.044,0.971,0.729,0.982,0.623,5,0.3,2,True,False,135.3,1:1,5050
3,Val-DecisionTreeClassifier,0.825,0.982,0.723,0.033,0.976,0.796,0.988,0.661,5,0.3,2,True,False,135.3,1:1,5050
4,Tr-SGDClassifier,0.635,0.972,0.423,0.053,0.946,0.963,0.999,0.271,5,0.3,2,True,False,10.9,1:1,5050
5,Val-SGDClassifier,0.728,0.98,0.611,0.039,0.963,0.906,0.997,0.46,5,0.3,2,True,False,10.9,1:1,5050
6,Tr-GaussianNB,0.817,0.961,0.58,0.072,0.975,0.502,0.947,0.687,5,0.3,2,True,False,14.8,1:1,5050
7,Val-GaussianNB,0.852,0.948,0.527,0.093,0.984,0.395,0.915,0.788,5,0.3,2,True,False,14.8,1:1,5050
8,Tr-AdaBoostClassifier,0.777,0.979,0.671,0.04,0.967,0.829,0.991,0.563,5,0.3,2,True,False,146.4,1:1,5050
9,Val-AdaBoostClassifier,0.765,0.979,0.646,0.039,0.968,0.803,0.991,0.54,5,0.3,2,True,False,146.4,1:1,5050
10,Val Soft,0.825,0.985,0.752,0.029,0.976,0.879,0.994,0.656,5,0.3,2,True,False,21.0,1:1,5050
11,Val Hard,0.804,0.984,0.725,0.031,0.973,0.885,0.994,0.614,5,0.3,2,True,False,20.4,1:1,5050
0,Tr-RandomForestClassifier,0.701,0.975,0.554,0.047,0.956,0.864,0.995,0.408,1,0.3,3,True,False,28.4,1:1,5050
1,Val-RandomForestClassifier,0.712,0.978,0.577,0.041,0.961,0.88,0.996,0.429,1,0.3,3,True,False,28.4,1:1,5050
2,Tr-DecisionTreeClassifier,0.799,0.977,0.675,0.043,0.971,0.748,0.984,0.615,1,0.3,3,True,False,102.1,1:1,5050
3,Val-DecisionTreeClassifier,0.813,0.98,0.693,0.037,0.975,0.756,0.985,0.64,1,0.3,3,True,False,102.1,1:1,5050
4,Tr-SGDClassifier,0.617,0.971,0.377,0.056,0.944,0.966,0.999,0.234,1,0.3,3,True,False,10.8,1:1,5050
5,Val-SGDClassifier,0.731,0.98,0.615,0.038,0.964,0.907,0.997,0.466,1,0.3,3,True,False,10.8,1:1,5050
6,Tr-GaussianNB,0.79,0.974,0.642,0.048,0.969,0.69,0.979,0.6,1,0.3,3,True,False,14.5,1:1,5050
7,Val-GaussianNB,0.835,0.977,0.684,0.042,0.978,0.675,0.977,0.693,1,0.3,3,True,False,14.5,1:1,5050
8,Tr-AdaBoostClassifier,0.788,0.98,0.688,0.038,0.969,0.832,0.991,0.586,1,0.3,3,True,False,140.6,1:1,5050
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,1,0.3,3,True,False,140.6,1:1,5050
10,Val Soft,0.817,0.984,0.74,0.03,0.975,0.877,0.994,0.64,1,0.3,3,True,False,17.3,1:1,5050
11,Val Hard,0.765,0.982,0.671,0.034,0.968,0.902,0.996,0.534,1,0.3,3,True,False,17.5,1:1,5050
0,Tr-RandomForestClassifier,0.692,0.974,0.535,0.049,0.955,0.855,0.995,0.389,2,0.3,3,True,False,28.2,1:1,5050
1,Val-RandomForestClassifier,0.746,0.98,0.637,0.037,0.966,0.887,0.996,0.497,2,0.3,3,True,False,28.2,1:1,5050
2,Tr-DecisionTreeClassifier,0.806,0.978,0.683,0.042,0.971,0.75,0.984,0.627,2,0.3,3,True,False,102.8,1:1,5050
3,Val-DecisionTreeClassifier,0.806,0.981,0.696,0.036,0.974,0.787,0.988,0.624,2,0.3,3,True,False,102.8,1:1,5050
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,2,0.3,3,True,False,10.8,1:1,5050
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,2,0.3,3,True,False,10.8,1:1,5050
6,Tr-GaussianNB,0.791,0.974,0.644,0.048,0.969,0.691,0.979,0.602,2,0.3,3,True,False,14.6,1:1,5050
7,Val-GaussianNB,0.835,0.977,0.682,0.042,0.978,0.672,0.976,0.693,2,0.3,3,True,False,14.6,1:1,5050
8,Tr-AdaBoostClassifier,0.786,0.979,0.681,0.039,0.968,0.822,0.99,0.582,2,0.3,3,True,False,140.3,1:1,5050
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,2,0.3,3,True,False,140.3,1:1,5050
10,Val Soft,0.812,0.985,0.741,0.029,0.974,0.902,0.995,0.63,2,0.3,3,True,False,18.1,1:1,5050
11,Val Hard,0.786,0.983,0.703,0.032,0.971,0.901,0.996,0.577,2,0.3,3,True,False,17.8,1:1,5050
0,Tr-RandomForestClassifier,0.694,0.975,0.542,0.048,0.955,0.879,0.996,0.391,5,0.3,3,True,False,28.2,1:1,5050
1,Val-RandomForestClassifier,0.694,0.977,0.542,0.043,0.959,0.881,0.996,0.392,5,0.3,3,True,False,28.2,1:1,5050
2,Tr-DecisionTreeClassifier,0.785,0.977,0.658,0.044,0.968,0.754,0.985,0.584,5,0.3,3,True,False,105.4,1:1,5050
3,Val-DecisionTreeClassifier,0.808,0.98,0.69,0.037,0.974,0.763,0.986,0.63,5,0.3,3,True,False,105.4,1:1,5050
4,Tr-SGDClassifier,0.596,0.969,0.321,0.059,0.941,0.969,1.0,0.193,5,0.3,3,True,False,11.2,1:1,5050
5,Val-SGDClassifier,0.721,0.979,0.598,0.039,0.962,0.913,0.997,0.444,5,0.3,3,True,False,11.2,1:1,5050
6,Tr-GaussianNB,0.793,0.974,0.644,0.048,0.97,0.684,0.978,0.609,5,0.3,3,True,False,16.8,1:1,5050
7,Val-GaussianNB,0.836,0.978,0.693,0.04,0.978,0.693,0.978,0.693,5,0.3,3,True,False,16.8,1:1,5050
8,Tr-AdaBoostClassifier,0.787,0.98,0.686,0.038,0.968,0.832,0.991,0.584,5,0.3,3,True,False,140.5,1:1,5050
9,Val-AdaBoostClassifier,0.768,0.98,0.656,0.038,0.969,0.824,0.992,0.545,5,0.3,3,True,False,140.5,1:1,5050
10,Val Soft,0.802,0.984,0.723,0.031,0.973,0.891,0.995,0.608,5,0.3,3,True,False,17.1,1:1,5050
11,Val Hard,0.781,0.983,0.702,0.032,0.97,0.922,0.997,0.566,5,0.3,3,True,False,17.4,1:1,5050
0,Tr-RandomForestClassifier,0.73,0.977,0.605,0.044,0.96,0.862,0.994,0.466,1,0.3,2,True,False,32.5,1:1,5200
1,Val-RandomForestClassifier,0.765,0.982,0.669,0.035,0.968,0.894,0.996,0.534,1,0.3,2,True,False,32.5,1:1,5200
2,Tr-DecisionTreeClassifier,0.813,0.977,0.685,0.043,0.973,0.732,0.982,0.644,1,0.3,2,True,False,143.2,1:1,5200
3,Val-DecisionTreeClassifier,0.813,0.981,0.699,0.036,0.975,0.771,0.987,0.64,1,0.3,2,True,False,143.2,1:1,5200
4,Tr-SGDClassifier,0.66,0.974,0.479,0.05,0.95,0.945,0.999,0.321,1,0.3,2,True,False,11.1,1:1,5200
5,Val-SGDClassifier,0.739,0.98,0.625,0.038,0.965,0.892,0.996,0.481,1,0.3,2,True,False,11.1,1:1,5200
6,Tr-GaussianNB,0.816,0.96,0.577,0.072,0.975,0.498,0.946,0.685,1,0.3,2,True,False,14.5,1:1,5200
7,Val-GaussianNB,0.855,0.949,0.532,0.092,0.984,0.4,0.916,0.794,1,0.3,2,True,False,14.5,1:1,5200
8,Tr-AdaBoostClassifier,0.798,0.98,0.701,0.037,0.97,0.834,0.991,0.605,1,0.3,2,True,False,145.7,1:1,5200
9,Val-AdaBoostClassifier,0.763,0.98,0.645,0.039,0.968,0.815,0.991,0.534,1,0.3,2,True,False,145.7,1:1,5200
10,Val Soft,0.828,0.985,0.755,0.028,0.977,0.88,0.994,0.661,1,0.3,2,True,False,19.5,1:1,5200
11,Val Hard,0.796,0.983,0.715,0.031,0.972,0.89,0.995,0.598,1,0.3,2,True,False,19.6,1:1,5200
0,Tr-RandomForestClassifier,0.73,0.977,0.607,0.043,0.96,0.872,0.995,0.466,2,0.3,2,True,False,31.3,1:1,5200
1,Val-RandomForestClassifier,0.734,0.98,0.62,0.038,0.964,0.908,0.997,0.471,2,0.3,2,True,False,31.3,1:1,5200
2,Tr-DecisionTreeClassifier,0.812,0.978,0.69,0.042,0.973,0.745,0.983,0.642,2,0.3,2,True,False,144.0,1:1,5200
3,Val-DecisionTreeClassifier,0.817,0.982,0.716,0.034,0.975,0.803,0.989,0.646,2,0.3,2,True,False,144.0,1:1,5200
4,Tr-SGDClassifier,0.661,0.974,0.481,0.05,0.95,0.945,0.999,0.323,2,0.3,2,True,False,11.5,1:1,5200
5,Val-SGDClassifier,0.736,0.98,0.621,0.038,0.964,0.891,0.996,0.476,2,0.3,2,True,False,11.5,1:1,5200
6,Tr-GaussianNB,0.816,0.96,0.577,0.072,0.975,0.498,0.947,0.685,2,0.3,2,True,False,14.7,1:1,5200
7,Val-GaussianNB,0.855,0.949,0.534,0.091,0.984,0.402,0.917,0.794,2,0.3,2,True,False,14.7,1:1,5200
8,Tr-AdaBoostClassifier,0.793,0.979,0.689,0.039,0.969,0.816,0.99,0.596,2,0.3,2,True,False,146.6,1:1,5200
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,2,0.3,2,True,False,146.6,1:1,5200
10,Val Soft,0.828,0.986,0.765,0.027,0.977,0.906,0.995,0.661,2,0.3,2,True,False,19.6,1:1,5200
11,Val Hard,0.786,0.983,0.703,0.032,0.971,0.901,0.996,0.577,2,0.3,2,True,False,19.6,1:1,5200
0,Tr-RandomForestClassifier,0.734,0.977,0.615,0.043,0.961,0.874,0.995,0.474,5,0.3,2,True,False,31.4,1:1,5200
1,Val-RandomForestClassifier,0.741,0.98,0.628,0.038,0.965,0.885,0.996,0.487,5,0.3,2,True,False,31.4,1:1,5200
2,Tr-DecisionTreeClassifier,0.803,0.977,0.674,0.043,0.971,0.734,0.982,0.623,5,0.3,2,True,False,152.2,1:1,5200
3,Val-DecisionTreeClassifier,0.832,0.982,0.729,0.033,0.978,0.79,0.987,0.677,5,0.3,2,True,False,152.2,1:1,5200
4,Tr-SGDClassifier,0.635,0.972,0.423,0.053,0.946,0.963,0.999,0.271,5,0.3,2,True,False,11.2,1:1,5200
5,Val-SGDClassifier,0.728,0.98,0.611,0.039,0.963,0.906,0.997,0.46,5,0.3,2,True,False,11.2,1:1,5200
6,Tr-GaussianNB,0.818,0.962,0.588,0.069,0.975,0.513,0.949,0.687,5,0.3,2,True,False,14.5,1:1,5200
7,Val-GaussianNB,0.853,0.95,0.535,0.09,0.984,0.405,0.918,0.788,5,0.3,2,True,False,14.5,1:1,5200
8,Tr-AdaBoostClassifier,0.777,0.979,0.671,0.04,0.967,0.829,0.991,0.563,5,0.3,2,True,False,141.3,1:1,5200
9,Val-AdaBoostClassifier,0.765,0.979,0.646,0.039,0.968,0.803,0.991,0.54,5,0.3,2,True,False,141.3,1:1,5200
10,Val Soft,0.827,0.985,0.753,0.029,0.977,0.874,0.993,0.661,5,0.3,2,True,False,19.0,1:1,5200
11,Val Hard,0.807,0.985,0.738,0.029,0.974,0.914,0.996,0.619,5,0.3,2,True,False,19.0,1:1,5200
0,Tr-RandomForestClassifier,0.697,0.975,0.546,0.048,0.955,0.873,0.996,0.398,1,0.3,3,True,False,26.9,1:1,5200
1,Val-RandomForestClassifier,0.709,0.977,0.563,0.043,0.961,0.842,0.994,0.423,1,0.3,3,True,False,26.9,1:1,5200
2,Tr-DecisionTreeClassifier,0.798,0.977,0.673,0.043,0.97,0.746,0.984,0.613,1,0.3,3,True,False,98.8,1:1,5200
3,Val-DecisionTreeClassifier,0.799,0.979,0.672,0.039,0.973,0.744,0.985,0.614,1,0.3,3,True,False,98.8,1:1,5200
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,1,0.3,3,True,False,10.4,1:1,5200
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,1,0.3,3,True,False,10.4,1:1,5200
6,Tr-GaussianNB,0.794,0.974,0.647,0.048,0.97,0.69,0.979,0.609,1,0.3,3,True,False,13.5,1:1,5200
7,Val-GaussianNB,0.832,0.977,0.679,0.043,0.978,0.67,0.976,0.688,1,0.3,3,True,False,13.5,1:1,5200
8,Tr-AdaBoostClassifier,0.788,0.98,0.689,0.038,0.969,0.835,0.991,0.586,1,0.3,3,True,False,133.5,1:1,5200
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,1,0.3,3,True,False,133.5,1:1,5200
10,Val Soft,0.806,0.983,0.718,0.032,0.974,0.854,0.993,0.619,1,0.3,3,True,False,16.9,1:1,5200
11,Val Hard,0.767,0.982,0.671,0.035,0.968,0.887,0.995,0.54,1,0.3,3,True,False,16.7,1:1,5200
0,Tr-RandomForestClassifier,0.702,0.975,0.557,0.047,0.956,0.879,0.996,0.408,2,0.3,3,True,False,27.0,1:1,5200
1,Val-RandomForestClassifier,0.704,0.978,0.561,0.042,0.96,0.876,0.996,0.413,2,0.3,3,True,False,27.0,1:1,5200
2,Tr-DecisionTreeClassifier,0.802,0.978,0.687,0.041,0.971,0.771,0.986,0.619,2,0.3,3,True,False,98.9,1:1,5200
3,Val-DecisionTreeClassifier,0.795,0.979,0.671,0.039,0.972,0.755,0.986,0.603,2,0.3,3,True,False,98.9,1:1,5200
4,Tr-SGDClassifier,0.618,0.971,0.379,0.056,0.944,0.966,0.999,0.236,2,0.3,3,True,False,10.5,1:1,5200
5,Val-SGDClassifier,0.731,0.98,0.618,0.038,0.964,0.917,0.997,0.466,2,0.3,3,True,False,10.5,1:1,5200
6,Tr-GaussianNB,0.794,0.974,0.647,0.048,0.97,0.69,0.979,0.609,2,0.3,3,True,False,13.5,1:1,5200
7,Val-GaussianNB,0.835,0.977,0.682,0.042,0.978,0.672,0.976,0.693,2,0.3,3,True,False,13.5,1:1,5200
8,Tr-AdaBoostClassifier,0.786,0.979,0.681,0.039,0.968,0.822,0.99,0.582,2,0.3,3,True,False,135.1,1:1,5200
9,Val-AdaBoostClassifier,0.775,0.981,0.675,0.035,0.969,0.861,0.994,0.556,2,0.3,3,True,False,135.1,1:1,5200
10,Val Soft,0.799,0.983,0.717,0.031,0.973,0.884,0.994,0.603,2,0.3,3,True,False,16.8,1:1,5200
11,Val Hard,0.778,0.983,0.691,0.033,0.97,0.898,0.996,0.561,2,0.3,3,True,False,16.7,1:1,5200
0,Tr-RandomForestClassifier,0.692,0.975,0.538,0.048,0.955,0.87,0.996,0.389,5,0.3,3,True,False,26.8,1:1,5200
1,Val-RandomForestClassifier,0.698,0.977,0.543,0.045,0.959,0.835,0.994,0.402,5,0.3,3,True,False,26.8,1:1,5200
2,Tr-DecisionTreeClassifier,0.787,0.976,0.657,0.044,0.969,0.742,0.984,0.59,5,0.3,3,True,False,102.1,1:1,5200
3,Val-DecisionTreeClassifier,0.796,0.981,0.689,0.036,0.973,0.803,0.99,0.603,5,0.3,3,True,False,102.1,1:1,5200
4,Tr-SGDClassifier,0.597,0.969,0.324,0.058,0.941,0.969,1.0,0.195,5,0.3,3,True,False,10.4,1:1,5200
5,Val-SGDClassifier,0.715,0.979,0.588,0.04,0.962,0.911,0.997,0.434,5,0.3,3,True,False,10.4,1:1,5200
6,Tr-GaussianNB,0.798,0.974,0.651,0.048,0.971,0.688,0.978,0.617,5,0.3,3,True,False,13.8,1:1,5200
7,Val-GaussianNB,0.835,0.978,0.688,0.041,0.978,0.682,0.977,0.693,5,0.3,3,True,False,13.8,1:1,5200
8,Tr-AdaBoostClassifier,0.777,0.979,0.67,0.04,0.967,0.827,0.991,0.563,5,0.3,3,True,False,135.6,1:1,5200
9,Val-AdaBoostClassifier,0.768,0.98,0.656,0.038,0.969,0.824,0.992,0.545,5,0.3,3,True,False,135.6,1:1,5200
10,Val Soft,0.796,0.983,0.713,0.032,0.972,0.883,0.994,0.598,5,0.3,3,True,False,16.4,1:1,5200
11,Val Hard,0.773,0.983,0.689,0.033,0.969,0.92,0.997,0.55,5,0.3,3,True,False,16.7,1:1,5200
0,Tr-RandomForestClassifier,0.715,0.976,0.579,0.046,0.958,0.864,0.995,0.435,1,0.3,2,True,False,29.8,1:1,5350
1,Val-RandomForestClassifier,0.777,0.982,0.679,0.035,0.97,0.862,0.994,0.561,1,0.3,2,True,False,29.8,1:1,5350
2,Tr-DecisionTreeClassifier,0.824,0.978,0.703,0.04,0.974,0.747,0.982,0.665,1,0.3,2,True,False,139.0,1:1,5350
3,Val-DecisionTreeClassifier,0.808,0.981,0.696,0.036,0.974,0.778,0.987,0.63,1,0.3,2,True,False,139.0,1:1,5350
4,Tr-SGDClassifier,0.661,0.974,0.481,0.05,0.95,0.945,0.999,0.323,1,0.3,2,True,False,10.8,1:1,5350
5,Val-SGDClassifier,0.739,0.98,0.625,0.038,0.965,0.892,0.996,0.481,1,0.3,2,True,False,10.8,1:1,5350
6,Tr-GaussianNB,0.817,0.961,0.582,0.071,0.975,0.506,0.948,0.685,1,0.3,2,True,False,13.8,1:1,5350
7,Val-GaussianNB,0.856,0.951,0.54,0.089,0.984,0.409,0.919,0.794,1,0.3,2,True,False,13.8,1:1,5350
8,Tr-AdaBoostClassifier,0.798,0.98,0.701,0.037,0.97,0.834,0.991,0.605,1,0.3,2,True,False,139.4,1:1,5350
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,1,0.3,2,True,False,139.4,1:1,5350
10,Val Soft,0.823,0.985,0.752,0.028,0.976,0.891,0.994,0.651,1,0.3,2,True,False,18.8,1:1,5350
11,Val Hard,0.797,0.984,0.724,0.03,0.972,0.919,0.996,0.598,1,0.3,2,True,False,18.9,1:1,5350
0,Tr-RandomForestClassifier,0.722,0.976,0.588,0.045,0.959,0.851,0.994,0.449,2,0.3,2,True,False,30.1,1:1,5350
1,Val-RandomForestClassifier,0.77,0.981,0.669,0.035,0.969,0.866,0.994,0.545,2,0.3,2,True,False,30.1,1:1,5350
2,Tr-DecisionTreeClassifier,0.824,0.979,0.709,0.039,0.974,0.759,0.984,0.665,2,0.3,2,True,False,138.3,1:1,5350
3,Val-DecisionTreeClassifier,0.821,0.981,0.711,0.035,0.976,0.775,0.987,0.656,2,0.3,2,True,False,138.3,1:1,5350
4,Tr-SGDClassifier,0.662,0.974,0.484,0.05,0.95,0.946,0.999,0.325,2,0.3,2,True,False,10.7,1:1,5350
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,2,0.3,2,True,False,10.7,1:1,5350
6,Tr-GaussianNB,0.817,0.961,0.583,0.071,0.975,0.507,0.948,0.685,2,0.3,2,True,False,13.8,1:1,5350
7,Val-GaussianNB,0.856,0.951,0.54,0.089,0.984,0.409,0.919,0.794,2,0.3,2,True,False,13.8,1:1,5350
8,Tr-AdaBoostClassifier,0.793,0.979,0.689,0.039,0.969,0.816,0.99,0.596,2,0.3,2,True,False,146.9,1:1,5350
9,Val-AdaBoostClassifier,0.763,0.98,0.65,0.038,0.968,0.828,0.992,0.534,2,0.3,2,True,False,146.9,1:1,5350
10,Val Soft,0.831,0.986,0.764,0.027,0.977,0.894,0.994,0.667,2,0.3,2,True,False,20.2,1:1,5350
11,Val Hard,0.797,0.984,0.722,0.03,0.972,0.911,0.996,0.598,2,0.3,2,True,False,20.3,1:1,5350
0,Tr-RandomForestClassifier,0.725,0.977,0.598,0.044,0.959,0.87,0.995,0.455,5,0.3,2,True,False,35.9,1:1,5350
1,Val-RandomForestClassifier,0.744,0.981,0.637,0.037,0.965,0.903,0.996,0.492,5,0.3,2,True,False,35.9,1:1,5350
2,Tr-DecisionTreeClassifier,0.802,0.977,0.673,0.044,0.971,0.733,0.982,0.621,5,0.3,2,True,False,159.1,1:1,5350
